,address,location
282,"서울 영등포구 선유로75 (문래동6가 10, GS강서타워지하1층)",GS25강서타워점
283,"서울 강서구 양천로57길9-19, 101호 (가양동 1479-8, 동양트레벨스카이오피스텔)",GS25강서트레벨점
284,"서울 강서구 양천로30길32, 1층 남쪽에서 첫번째 점포 (마곡동 326-19)",GS25강서한빛점
285,서울 강서구 화곡로18길31 (화곡동 1086-3),GS25강서화곡로점
286,서울 강서구 까치산로193(화곡6동 1114),GS25강서화곡점
287,"서울 강서구 강서로5나길90, 1층(화곡1동 913-11)",GS25강서희망점
288,"서울 강서구 강서로242, 상가동 1층 103호 (화곡동 1165-1, 강서힐스테이트)",GS25강서힐스테이트점
289,"서울 강동구 아리수로97길19 (강일동 673, 강일리버파크4단지상가동101,102호)",GS25강일4단지점
290,"서울 강동구 아리수로93길33, 105호 (강일동 675, 베스트프라자)",GS25강일뉴타운점
291,"서울 강동구 아리수로94길72, 102호 강일리버파크 8단지상가  (강일동, 강일리버파크8단지아파트)",GS25강일리버점
292,"서울 강동구 아리수로97길68,  상가 101호(강일동 668, 강일리버파크2단지)",GS25강일타운점
293,"서울 강남구 역삼로315, 107호 (역삼동 716-4)",GS25개나리SK점
294,서울 구로구 고척로27길51 (개봉동 118-26),GS25개봉가늠점
295,서울 구로구 개봉로11길7 (개봉3동 348-1),GS25개봉당곡점
296,"서울 구로구 개봉로17나길88, 1층 (개봉동 308-18)",GS25개봉로점
297,"서울 구로구 개봉로20길78, 101호 (개봉2동 407-18, 성동유치원)",GS25개봉역점
298,"서울 구로구 경인로40길41, 107호 (개봉1동 181-5, 대덕빌딩)",GS25개봉으뜸점
299,"서울 구로구 개봉로23가길76,  102호(개봉2동 182-11, 한마음프라자)",GS25개봉제일점
300,서울 구로구 경인로330(개봉3동 353-1),GS25개봉중앙점
